id,question,options,answer
421,"Answer based on context:
(Purpose) To compare the characteristics and prognoses of gastric cancers by tumor location in Korean and U.S. subjects after curative-intent (R0) resection for gastric cancer (GC).
(Methods) Data were collected for all patients who had undergone R0 resection at one U.S. institution (n = 567) and one South Korean institution (n = 1,620). Patients with gastroesophageal junction tumors or neoadjuvant therapy were excluded. Patient, surgical, and pathologic variables were compared by tumor location. Factors associated with disease-specific survival (DSS) were determined via multivariate analysis.
(Results) In the Korean cohort, significantly more upper third GC (UTG) patients had undifferentiated, diffuse type, and advanced stage cancers compared to lower third GC (LTG) and middle third GC (MTG) patients. In the U.S. cohort, however, T stage was relatively evenly distributed among UTG, MTG, and LTG patients. The independent predictors of DSS in the Korean cohort were T stage, tumor size, retrieved and positive lymph node counts, and age, but in the U.S. cohort, the only independent predictors were T stage and positive lymph node count. Tumor size significantly affected DSS of Korean UTG patients but not U.S. UTG patients.
Is gastric cancer different in Korea and the United States?
Options:
- Yes
- No
- Maybe","[""No"", ""Maybe"", ""Yes""]",C
329,"Read this and answer the question
(Background) More than 1000 candidates applied for orthopaedic residency positions in 2014, and the competition is intense; approximately one-third of the candidates failed to secure a position in the match. However, the criteria used in the selection process often are subjective and studies have differed in terms of which criteria predict either objective measures or subjective ratings of resident performance by faculty.QUESTIONS/
(Purposes) Do preresidency selection factors serve as predictors of success in residency? Specifically, we asked which preresidency selection factors are associated or correlated with (1) objective measures of resident knowledge and performance; and (2) subjective ratings by faculty.
(Methods) Charts of 60 orthopaedic residents from our institution were reviewed. Preresidency selection criteria examined included United States Medical Licensing Examination (USMLE) Step 1 and Step 2 scores, Medical College Admission Test (MCAT) scores, number of clinical clerkship honors, number of letters of recommendation, number of away rotations, Alpha Omega Alpha (AOA) honor medical society membership, fourth-year subinternship at our institution, and number of publications. Resident performance was assessed using objective measures including American Board of Orthopaedic Surgery (ABOS) Part I scores and Orthopaedics In-Training Exam (OITE) scores and subjective ratings by faculty including global evaluation scores and faculty rankings of residents. We tested associations between preresidency criteria and the subsequent objective and subjective metrics using linear correlation analysis and Mann-Whitney tests when appropriate.
(Results) Objective measures of resident performance namely, ABOS Part I scores, had a moderate linear correlation with the USMLE Step 2 scores (r = 0.55, p<0.001) and number of clinical honors received in medical school (r = 0.45, p<0.001). OITE scores had a weak linear correlation with the number of clinical honors (r = 0.35, p = 0.009) and USMLE Step 2 scores (r = 0.29, p = 0.02). With regards to subjective outcomes, AOA membership was associated with higher scores on the global evaluation (p = 0.005). AOA membership also correlated with higher global evaluation scores (r = 0.60, p = 0.005) with the strongest correlation existing between AOA membership and the ""interpersonal and communication skills"" subsection of the global evaluations.
Does Residency Selection Criteria Predict Performance in Orthopaedic Surgery Residency?","[""No"", ""Maybe"", ""Yes""]",C
4,"Answer a question about this article:
(Purpose) Reconstructing the natural joint line in knee revision surgery improves clinical and functional outcome but may be challenging when both cartilage and bone were removed during previous operations. Assessing joint lines (JLs) by means of bony landmarks is inadvisable because of large variations in human anatomy. Because of the inherent symmetry of the human body, we hypothesised that JLs may be directly assessed by measuring the distances from the bony landmarks to the JL of the contralateral knee by means of radiographic images.
(Methods) Using scaled weight-bearing radiographs in anteroposterior view of both knees, two independent observers measured the distances from the fibular head, the medial and lateral epicondyle, and the adductor tubercle to the JL. A two-sided p value of ≤0.05 was considered statistically significant.
(Results) Two hundred knees of 100 patients (50 men and 50 women) were examined. For the fibular head, the mean difference between the treated and the control knee was 0.0 mm with narrow confidence limits ranging from -1.1 to 1.1.
Assessing joint line positions by means of the contralateral knee: a new approach for planning knee revision surgery? Yes, No, or Maybe?","[""No"", ""Maybe"", ""Yes""]",C
134,"Read this and answer the question
(Aims) We explored whether QT corrected dispersion (QTcD) can identify left ventricular hypertrophy (LVH) in hypertensives.
(Methods) We enrolled 100 hypertensive patients (study group) and 30 normotensive subjects (control group). Echocardiography was performed to measure left ventricular mass and left ventricular mass index. Electrocardiogram was performed to measure QTcD.
(Results) LVH was present in 42 patients (42%) of the study group, none among controls. Hypertensive patients had significantly greater indices of LVH and QTcD compared with controls (p<0.001 for all). Similarly, among hypertensive patients, those with LVH had a significantly greater QTcD compared with those without (p<0.001). Pearson's correlation coefficient test demonstrated strongly positive correlations between QTcD and the indices of LVH (p<0.001 for all). Analysis of the receiver operating characteristic curves identified 60 ms as the optimal cut-off value of QTcD that best predicts LVH in hypertensives. Using this value, QTcD was able to predict LVH with a sensitivity of 92.9% and specificity 98.2%.
Would corrected QT dispersion predict left ventricular hypertrophy in hypertensive patients?","[""No"", ""Maybe"", ""Yes""]",C
903,"(Object) Two common causes of cervical myelopathy include degenerative stenosis and ossification of the posterior longitudinal ligament (OPLL). It has been postulated that patients with OPLL have more complications and worse outcomes than those with degenerative stenosis. The authors sought to compare the surgical results of laminoplasty in the treatment of cervical stenosis with myelopathy due to either degenerative changes or segmental OPLL.
(Methods) The authors conducted a retrospective review of 40 instrumented laminoplasty cases performed at a single institution over a 4-year period to treat cervical myelopathy without kyphosis. Twelve of these patients had degenerative cervical stenotic myelopathy ([CSM]; degenerative group), and the remaining 28 had segmental OPLL (OPLL group). The 2 groups had statistically similar demographic characteristics and number of treated levels (mean 3.9 surgically treated levels; p>0.05). The authors collected perioperative and follow-up data, including radiographic results.
(Results) The overall clinical follow-up rate was 88%, and the mean clinical follow-up duration was 16.4 months. The mean radiographic follow-up rate was 83%, and the mean length of radiographic follow-up was 9.3 months. There were no significant differences in the estimated blood loss (EBL) or length of hospital stay (LOS) between the groups (p>0.05). The mean EBL and LOS for the degenerative group were 206 ml and 3.7 days, respectively. The mean EBL and LOS for the OPLL group were 155 ml and 4 days, respectively. There was a statistically significant improvement of more than one grade in the Nurick score for both groups following surgery (p<0.05). The Nurick score improvement was not statistically different between the groups (p>0.05). The visual analog scale (VAS) neck pain scores were similar between groups pre- and postoperatively (p>0.05). The complication rates were not statistically different between groups either (p>0.05). Radiographically, both groups lost extension range of motion (ROM) following laminoplasty, but this change was not statistically significant (p>0.05).
Answer this question based on the article: Laminoplasty outcomes: is there a difference between patients with degenerative stenosis and those with ossification of the posterior longitudinal ligament?","[""No"", ""Maybe"", ""Yes""]",A
765,"(Rationale and objectives) Patients presenting with transient ischemic attack or stroke may have symptom-related lesions on acute computed tomography angiography (CTA) such as free-floating intraluminal thrombus (FFT). It is difficult to distinguish FFT from carotid plaque, but the distinction is critical as management differs. By contouring the shape of these vascular lesions (""virtual endarterectomy""), advanced morphometric analysis can be performed. The objective of our study is to determine whether quantitative shape analysis can accurately differentiate FFT from atherosclerotic plaque.
(Materials and methods) We collected 23 consecutive cases of suspected carotid FFT seen on CTA (13 men, 65 ± 10 years; 10 women, 65.5 ± 8.8 years). True-positive FFT cases (FFT+) were defined as filling defects resolving with anticoagulant therapy versus false-positives (FFT-), which remained unchanged. Lesion volumes were extracted from CTA images and quantitative shape descriptors were computed. The five most discriminative features were used to construct receiver operator characteristic (ROC) curves and to generate three machine-learning classifiers. Average classification accuracy was determined by cross-validation.
(Results) Follow-up imaging confirmed sixteen FFT+ and seven FFT- cases. Five shape descriptors delineated FFT+ from FFT- cases. The logistic regression model produced from combining all five shape features demonstrated a sensitivity of 87.5% and a specificity of 71.4% with an area under the ROC curve = 0.85 ± 0.09. Average accuracy for each classifier ranged from 65.2%-76.4%.
Answer this question based on the article: Can shape analysis differentiate free-floating internal carotid artery thrombus from atherosclerotic plaque in patients evaluated with CTA for stroke or transient ischemic attack?","[""No"", ""Maybe"", ""Yes""]",C
702,"(Background) A case of spinal subdural hematoma (SSDH) following subarachnoid hemorrhage (SAH) because of a ruptured internal carotid aneurysm is described. Such a case has never been reported.
(Case description) A 52-year-old woman underwent a craniotomy for a ruptured internal carotid aneurysm. A computed tomography scan showed that SAH existed predominantly in the posterior fossa and subdural hematoma beneath the cerebellar tentorium. Intrathecal administration of urokinase, IV administration of fasudil hydrochloride, and continuous cerebrospinal fluid (CSF) evacuation via cisternal drainage were performed as prophylactic treatments for vasospasm. On the sixth postoperative day, the patient complained of severe lower back and buttock pain. Magnetic resonance imaging showed a subdural hematoma in the lumbosacral region. Although the mass effect was extensive, the patient showed no neurologic symptoms other than the sciatica. She was treated conservatively. The hematoma dissolved gradually and had diminished completely 15 weeks later. Her pain gradually subsided, and she was discharged 7 weeks later without any neurologic deficit.
Spinal subdural hematoma: a sequela of a ruptured intracranial aneurysm?","[""No"", ""Maybe"", ""Yes""]",C
434,"(Objective) In January 2008, the Food and Drug Administration (FDA) communicated concerns and, in May 2009, issued a warning about an increased risk of suicidality for all antiepileptic drugs (AEDs). This research evaluated the association between the FDA suicidality communications and the AED prescription claims among members with epilepsy and/or psychiatric disorder.
(Methods) A longitudinal interrupted time-series design was utilized to evaluate Oklahoma Medicaid claims data from January 2006 through December 2009. The study included 9289 continuously eligible members with prevalent diagnoses of epilepsy and/or psychiatric disorder and at least one AED prescription claim. Trends, expressed as monthly changes in the log odds of AED prescription claims, were compared across three time periods: before (January 2006 to January 2008), during (February 2008 to May 2009), and after (June 2009 to December 2009) the FDA warning.
(Results) Before the FDA warning period, a significant upward trend of AED prescription claims of 0.01% per month (99% CI: 0.008% to 0.013%, p<0.0001) was estimated. In comparison to the prewarning period, no significant change in trend was detected during (-20.0%, 99% CI: -70.0% to 30.0%, p=0.34) or after (80.0%, 99% CI: -20.0% to 200.0%, p=0.03) the FDA warning period. After stratification, no diagnostic group (i.e., epilepsy alone, epilepsy and comorbid psychiatric disorder, and psychiatric disorder alone) experienced a significant change in trend during the entire study period (p>0.01).
Based on the above article, answer a question. Have antiepileptic drug prescription claims changed following the FDA suicidality warning?","[""No"", ""Maybe"", ""Yes""]",A
280,"Please answer a question about the following text: (Objective) To study the correlation and agreement between end-tidal carbon dioxide (EtCO2) and arterial carbon dioxide (PaCO(2)) in ventilated extremely low birth weight (ELBW) infants in the first week of life.
(Methods) Retrospective chart review of all ELBW (<1,000 g) infants admitted to a level III NICU from January 2003 to December 2003. Data collected included demographic details and simultaneous EtCO(2) (mainstream capnography) and arterial blood gas values (pH, PaCO(2), PaO(2)).
(Outcome) The correlation coefficient, degree of bias with 95% confidence interval between the EtCO(2) and PaCO(2).
(Results) There were 754 end-tidal and arterial CO(2) pairs from 31 ELBW infants (21 male and 10 female). The overall EtCO(2) values were significantly lower than PaCO(2) value. In only 89/754(11.8%) pairs, the EtCO(2) was higher than the PaCO(2). The overall bias was 5.6 +/- 6.9 mmHg (95% C.I. 5.11-6.09). The intraclass correlation coefficient was 0.81. Using EtCO2 ranges of 30 to 50 mmHg, the capnographic method was able to identify 84% of instances where PaCO(2) was between 35 (<35 = hypocarbia) and 55 mmHg (>55= hypercapnia).
Dose end-tidal carbon dioxide measurement correlate with arterial carbon dioxide in extremely low birth weight infants in the first week of life?
- Yes
- No
- Maybe","[""No"", ""Maybe"", ""Yes""]",C
59,"Context: (Objectives) Acupuncture has been successfully used in myofascial pain syndromes. However, the number of needles used, that is, the dose of acupuncture stimulation, to obtain the best antinociceptive efficacy is still a matter of debate. The question was addressed comparing the clinical efficacy of two different therapeutic schemes, characterized by a different number of needles used on 36 patients between 29-60 years of age with by a painful cervical myofascial syndrome.
(Methods) Patients were divided into two groups; the first group of 18 patients were treated with 5 needles and the second group of 18 patients were treated with 11 needles, the time of needle stimulation was the same in both groups: 100 seconds. Each group underwent six cycles of somatic acupuncture. Pain intensity was evaluated before, immediately after and 1 and 3 months after the treatment by means of both the Mc Gill Pain Questionnaire and the Visual Analogue Scale (VAS). In both groups, the needles were fixed superficially excluding the two most painful trigger points where they were deeply inserted.
(Results) Both groups, independently from the number of needles used, obtained a good therapeutic effect without clinically relevant differences.
Question: Neck pain treatment with acupuncture: does the number of needles matter?
Answer:","[""No"", ""Maybe"", ""Yes""]",A
807,"Answer based on context:
(Hypothesis) Laparoscopic techniques can be used to treat patients whose antireflux surgery has failed.
(Design) Case series.
(Setting) Two academic medical centers.
(Patients) Forty-six consecutive patients, of whom 21 were male and 25 were female (mean age, 55.6 years; range, 15-80 years). Previous antireflux procedures were laparoscopic (21 patients), laparotomy (21 patients), thoracotomy (3 patients), and thoracoscopy (1 patient).
(Main outcome measures) The cause of failure, operative and postoperative morbidity, and the level of follow-up satisfaction were determined for all patients.
(Results) The causes of failure were hiatal herniation (31 patients [67%]), fundoplication breakdown (20 patients [43%]), fundoplication slippage (9 patients [20%]), tight fundoplication (5 patients [11%]), misdiagnosed achalasia (2 patients [4%]), and displaced Angelchik prosthesis (2 patients [4%]). Twenty-two patients (48%) had more than 1 cause. Laparoscopic reoperative procedures were Nissen fundoplication (n = 22), Toupet fundoplication (n = 13), paraesophageal hernia repair (n = 4), Dor procedure (n = 2), Angelchik prosthesis removal (n = 2), Heller myotomy (n = 2), and the takedown of a wrap (n = 1). In addition, 18 patients required crural repair and 13 required paraesophageal hernia repair. The mean +/- SEM duration of surgery was 3.5+/-1.1 hours. Operative complications were fundus tear (n = 8), significant bleeding (n = 4), bougie perforation (n = 1), small bowel enterotomy (n = 1), and tension pneumothorax (n = 1). The conversion rate (from laparoscopic to an open procedure) was 20% overall (9 patients) but 0% in the last 10 patients. Mortality was 0%. The mean +/- SEM hospital stay was 2.3+/-0.9 days for operations completed laparoscopically. Follow-up was possible in 35 patients (76%) at 17.2+/-11.8 months. The well-being score (1 best; 10, worst) was 8.6+/-2.1 before and 2.9+/-2.4 after surgery (P<.001). Thirty-one (89%) of 35 patients were satisfied with their decision to have reoperation.
Is laparoscopic reoperation for failed antireflux surgery feasible?
Options:
- Yes
- No
- Maybe","[""No"", ""Maybe"", ""Yes""]",C
760,"(Objectives) To determine whether there are differences between blood pressure (BP) measured by the nurse (NBP), BP measured by the physician (PBP) and self-measured BP in treated hypertensive patients and, if found, to evaluate their clinical importance.
(Method) An observational study is carried out with hypertensive patients recruited from two village-based community health centres in Catalonia (Spain) serving an area with a total population of 2800 inhabitants. All patients treated for hypertension visiting the health centre on a specific day of the week and during the same timetable between October 2000 and May 2001 were included.
(Results) The difference between physician-systolic BP and nurse-systolic BP was 5.16 mmHg (95% CI 2.62-7.7; p<0.001). The difference between physician-systolic BP and self-measured systolic BP was 4.67 mmHg (95% CI 0.89-8.44; p=0.016). The differences between nurse-systolic BP and self-measured systolic BP were not significant (0.49 mmHg; 95% CI 3.71-2.71; p=0.758). With regards to diastolic BP, no significant differences were found between the different ways of measurement. NBP gave the following values: sensitivity (Sn) of 92% and specificity (Sp) of 60%; positive predictive value (PPV) of 65.7% and negative predictive value (NPV) of 90% with a positive coefficient of probability (CP+) of 2.3 and a negative coefficient of probability (CP-) of 0.133. PBP gave the following results: Sn=72%; Sp=66.7%; PPV=64.3%; NPV=74.1%; CP+=2.16 and CP- = 0.420.
Does blood pressure change in treated hypertensive patients depending on whether it is measured by a physician or a nurse?","[""No"", ""Maybe"", ""Yes""]",C
701,"Here is a question about this article: (Objective) To assess the feasibility and safety of diagnostic or therapeutic semirigid ureteroscopy without ureteral meatus dilatation.
(Materials and methods) A comparative, retrospective study was conducted of patients undergoing ureteroscopy from January 2000 to May 2008. For data analysis purposes, the population was divided into two groups based on whether ureteroscopy had been performed with (Group 1) or without (Group 2) ureteral meatus dilatation. Variables recorded included age, sex, type of procedure, surgical diagnosis, passive or active dilatation, number of stones, stone location, stone diameter, peroperative and postoperative complications, internal urinary diversion after the procedure, therapeutic success rate, operating time, and hospital stay duration. A 8-9.8 Fr Wolf semirigid ureteroscope was used. Descriptive statistics of the population and cohorts were performed, providing medians, quartiles, and limit values for non-normally distributed interval variables, and absolute and relative frequencies for categorical variables. Shapiro-Wilk's, Mann-Whitney's U, Chi-square, and Fisher's exact tests were used for statistical analysis. A value of p 2 alpha<or = 0.005 was considered statistically significant. Arcus Quickstat Biomedical 1.0 software was used.
(Results) Among the 306 ureteroscopies studied, 286 performed in 256 patients were analyzed. Median age was 50 years (16-83), 59% of patients were male, and elective ureteroscopy was performed in 183 patients (64%). Group 1: 191 ureteroscopies, Group 2: 95 ureteroscopies. Stone location: 149 in distal ureter, 60 in middle ureter, and 35 in proximal ureter. Sixty-nine percent of stones had sizes ranging from 5 and 10 mm. The overall success rate was 86.5%. There were 5 peroperative and 22 postoperative complications, with no statistically significant differences between the groups.
What is the answer to this question: Diagnostic and therapeutic ureteroscopy: is dilatation of ureteral meatus always necessary?","[""No"", ""Maybe"", ""Yes""]",A
692,"Please answer a question about the following text: (Objective) The objective of the study was to determine whether risk of recurrent preterm birth differs based on the clinical presentation of a prior spontaneous preterm birth (SPTB): advanced cervical dilatation (ACD), preterm premature rupture of membranes (PPROM), or preterm labor (PTL).
(Study design) This retrospective cohort study included singleton pregnancies from 2009 to 2014 complicated by a history of prior SPTB. Women were categorized based on the clinical presentation of their prior preterm delivery as having ACD, PPROM, or PTL. Risks for sonographic short cervical length and recurrent SPTB were compared between women based on the clinical presentation of their prior preterm birth. Log-linear regression was used to control for confounders.
(Results) Of 522 patients included in this study, 96 (18.4%) had prior ACD, 246 (47.1%) had prior PPROM, and 180 (34.5%) had prior PTL. Recurrent PTB occurred in 55.2% of patients with a history of ACD compared with 27.2% of those with PPROM and 32.2% with PTL (P = .001). The mean gestational age at delivery was significantly lower for those with a history of ACD (34.0 weeks) compared with women with prior PPROM (37.2 weeks) or PTL (37.0 weeks) (P = .001). The lowest mean cervical length prior to 24 weeks was significantly shorter in patients with a history of advanced cervical dilation when compared with the other clinical presentations.
Does the clinical presentation of a prior preterm birth predict risk in a subsequent pregnancy?
- Yes
- No
- Maybe","[""No"", ""Maybe"", ""Yes""]",C
645,"Answer based on context:
(Objective) Enlargement of the ascending aorta is often combined with valvular, coronary, or other cardiac diseases. Reduction aortoplasty can be an optional therapy; however, indications regarding the diameter of aorta, the history of dilatation (poststenosis, bicuspid aortic valve), or the intraoperative management (wall excision, reduction suture, external reinforcement) are not established.
(Methods) In a retrospective study between 1997 and 2005, we investigated 531 patients operated for aneurysm or ectasia of the ascending aorta (diameter: 45-76mm). Of these, in 50 patients, size-reducing ascending aortoplasty was performed. External reinforcement with a non-coated dacron prosthesis was added in order to stabilize the aortic wall.
(Results) Aortoplasty was associated with aortic valve replacement in 47 cases (35 mechanical vs 12 biological), subvalvular myectomy in 29 cases, and CABG in 13 cases. The procedure was performed with low hospital mortality (2%) and a low postoperative morbidity. Computertomographic and echocardiographic diameters were significantly smaller after reduction (55.8+/-9mm down to 40.51+/-6.2mm (CT), p<0.002; 54.1+/-6.7mm preoperatively down to 38.7+/-7.1mm (echocardiography), p<0.002), with stable performance in long-term follow-up (mean follow-up time: 70 months).
Is size-reducing ascending aortoplasty with external reinforcement an option in modern aortic surgery?
Options:
- Yes
- No
- Maybe","[""No"", ""Maybe"", ""Yes""]",C
801,"Please answer a question about the following text: (Background) Sudden death in athletes can occur during sport activities and is presumably related to ventricular arrhythmias.
(Objectives) To investigate the long-term follow-up ofathletes with ventricular arrhythmias during an exercise test.
(Methods) From a database of 56,462 athletes we identified 192 athletes (35 years old who had ventricular arrhythmias during an exercise test. Ninety athletes had>or =3 ventricular premature beats (VPB) (group A) and 102 athletes had ventricular couplets or non-sustained ventricular tachycardia during an exercise test (group B). A control group of 92 athletesfrom without ventricular arrhythmias was randomly seleclted from the database (group C). Of the 192 athletes 39 returnied for a repeat exercise test after a mean follow-up period of 70 +/- 25 months and they constitute the study population.
(Results) Twelve athletes from group A, 21 fromgroup B and 6 from group C returned for a repeat exercise test. The athletes reached a significantly lower peak heart rate during their follow-up exercise test (P = 0.001). More athletes were engaged in competitive sports during their initialexercise test than in the follow-up test (P = 0.021). Most of theathletes who had VPB and/orventricular couplets and/or NSVT during their initial exercise test had far fewer ventricular arrhythmias in the follow-up exercise test (P = 0.001).
Do ventricular arrhythmias in athletes subside over time?
- Yes
- No
- Maybe","[""No"", ""Maybe"", ""Yes""]",C
797,"Answer based on context:
(Purpose) To investigate the diagnostic value of a half dose compared with a full dose of gadobenate dimeglumine in the assessment of synovitis or tenosynovitis in the wrist and finger joints in patients with early rheumatoid arthritis (RA) and a disease activity score greater than 3.2.
(Materials and methods) With institutional review board approval and informed consent, 57 patients with early RA underwent 3-T magnetic resonance (MR) imaging with two different doses of contrast media. The contrast enhancement was measured in inflamed synovial tissue at half dose (0.05 mmol per kilogram of body weight) and at full dose (0.1 mmol/kg) by using T1-weighted sequences with fat saturation. The differences and the correlation of signal intensities (SIs) at half- and full-dose sequences were compared by using the paired t test and Pearson correlations. Image quality, Rheumatoid Arthritis MRI Score (RAMRIS), and tenosynovitis score on half- and full-dose images were compared by two observers using the Wilcoxon test. Interrater agreement was assessed by using κ statistics.
(Results) A significant difference in SI was found between half-dose and full-dose gadobenate dimeglumine-enhanced synovial tissue (mean: 914.35 ± 251.1 vs 1022 ± 244.5, P<.001). Because the SI showed high correlation between the ratio at half dose and full dose (r = 0.875), the formula, ratio of synovial enhancement to saline syringe at full dose = 0.337 + 1.070 × ratio of synovial enhancement to saline syringe at half dose, can be used to convert the normalized value of half dose to full dose. However, no difference in RAMRIS (score 0 in 490 of 1026 joints; score 1 in 344; score 2 in 158; and score 3 in 34) or tenosynovitis scores in grading synovitis or tenosynovitis in image quality and in assessment of synovial enhancement was detected between half-dose and full-dose images (P = 1).
Contrast-enhanced MR imaging of hand and finger joints in patients with early rheumatoid arthritis: do we really need a full dose of gadobenate dimeglumine for assessing synovial enhancement at 3 T?
Options:
- Yes
- No
- Maybe","[""No"", ""Maybe"", ""Yes""]",A
562,"Answer based on context:
(Objectives) To determine the effect of prior benign prostate biopsies on the surgical and clinical outcomes of patients treated with radical perineal prostatectomy for prostate cancer.
(Methods) A total of 1369 patients with clinically localized prostate cancer underwent radical prostatectomy by a single surgeon between 1991 and 2001. A subset of 203 patients (14.9%), who had undergone at least one prior benign prostate biopsy for a rising prostate-specific antigen and/or abnormal digital rectal examination, constituted our study population. A total of 1115 patients with no prior biopsy represented our control group. After prostatectomy, patients were evaluated at 6-month intervals for biochemical evidence of recurrence, defined as a prostate-specific antigen level of 0.5 ng/mL or greater.
(Results) Patients with a prior benign biopsy had more favorable pathologic features with more organ-confined (74% versus 64%; P<0.001) and less margin-positive (9.8% versus 18%) disease. Only 24 patients (12%) in the study group (versus 20% in control group; P = 0.01) had eventual evidence of biochemical failure. Kaplan-Meier analyses suggested that patients with prior benign biopsies have improved biochemical disease-free survival, especially for those with more aggressive disease (Gleason sum 7 or greater; P<0.01). Overall, patients in the study group had lower probability (odds ratio 0.57, P<0.001) of biochemical failure compared with those in the control group.
Does prior benign prostate biopsy predict outcome for patients treated with radical perineal prostatectomy?
Options:
- Yes
- No
- Maybe","[""No"", ""Maybe"", ""Yes""]",C
525,"Here is a question about this article: (Purpose) Patients usually complain about numbness in the nasal tip after microfat injections. The present study evaluated the severity of the numbness in the nasal tip after the procedure.
(Patients and methods) To address the research question, a prospective study of young women was designed and performed at the Beijing Anzhen Hospital. Time was the primary predictor variable. The nasal tip sensation, which was evaluated using objective and subjective assessments, was used as the primary outcome variable. The McNemar-Bowker test (time vs nasal tip sensation) was used to detect statistical significance.
(Results) A total of 30 young women (age 20.04 ± 3.63 years) were recruited for the present study. The preoperative mean touch threshold value was 3.60 units. One week after the injection, the women experienced a decrease in the touch threshold value by 2.50 units. However, the sensation recovered gradually during the follow-up period (1.51 units at week 2, 2.39 units at week 4, 3.01 units at week 8, and 3.35 units at week 12). Significant differences were detected between multiple different measurement points (P<.05). The percentage of those experiencing paresthesia after the microfat injections also gradually diminished to none.
What is the answer to this question: Does Sensation Return to the Nasal Tip After Microfat Grafting?","[""No"", ""Maybe"", ""Yes""]",C
536,"Please answer a question about the following text: (Background) Adults with a mild intellectual disability (ID) often show poor decoding and reading comprehension skills. The goal of this study was to investigate the effects of teaching text comprehension strategies to these adults. Specific research goals were to determine (1) the effects of two instruction conditions, i.e. strategy instruction to individuals and strategy instruction in small groups in a reciprocal teaching context; (2) intervention programme effects on specific strategy tests (so-called direct effects), and possible differences between strategies; (3) (long-term) transfer effects of the programme on general reading comprehension ability; and (4) the regression of general text comprehension by the variables of technical reading, IQ, reading comprehension of sentences (RCS), and pretest and posttest scores on the strategies taught.
(Methods) In total, 38 adults (age range 20-72 years; mean age of 36 years) with ID participated in the study. IQs ranged from 45 to 69 with a mean IQ of 58. The intervention programme involved 15 weekly lessons of 1 h each, taught during 3 months. Blocks of lessons included each of Brown and Palincsar's strategies of summarizing, questioning, clarifying and predicting, as participants read and studied narrative and expository texts.
(Results) Results indicated no significant difference between group and individual instruction conditions. Second, direct programme effects - as determined by posttest-pretest contrasts for strategy tests - were substantial, except for the questioning strategy. Third, even more substantial was the transfer effect to general text comprehension. Moreover, the results on this test were well maintained at a follow-up test. Finally, the variance of general reading comprehension ability was best explained by the test of RCS, and only moderately by the strategies trained.
Adults with mild intellectual disabilities: can their reading comprehension ability be improved?
- Yes
- No
- Maybe","[""No"", ""Maybe"", ""Yes""]",C
846,"Here is a question about this article: (Objective) To evaluate the construct validity of the Turkish version of the EQ-5D in patients with acute coronary syndrome.
(Methods) The study was conducted as a cross-sectional study at the Trakya University Hospital between February and May 2008. All patients completed the Turkish version of the EQ-5D and MacNew heart-related quality of life scale. Construct validity of the EQ-5D was assessed according to relationships with MacNew subscales by using Spearman rank correlation and multiple linear regression analyses.
(Results) One hundred and twenty-two patients responded to the instruments. Mean age was 62.9±9.3 years and male gender (88 or 72.1%) was dominant. Mean score of the EQ-5D index was 0.79±0.32, while the global score of MacNew was 5.01±1.16. The correlation coefficients of the EQ-5D index score with the MacNew subscales ranged from 0.557 to 0.721, with EQ-5D VAS score ranging from 0.297 to 0.484 (p<0.001 for all of them). According to the stepwise regression model MacNew global score was found to be significantly effective factor on EQ-5D index score (β =0.188; 95% CI: 0.152-0.224; p<0.001).
What is the answer to this question: Is EQ-5D a valid quality of life instrument in patients with acute coronary syndrome?","[""No"", ""Maybe"", ""Yes""]",C
976,"Article: (Background) The neonatal infection by Streptococcus group B is one of the main causes of neonatal morbi-mortality rate. For this reason a screening is made to each pregnant woman in order to detect its presence, and if it was the case, to apply an antibiotic treatment during labour. The aim of this study was to know the prevalence of this Streptococcus in the pregnant women from Melilla, as well as the differences according to culture and age.
(Method) A descriptive cross-sectional study located in the Hospital Comarcal from Melilla.
(Results) The sample is taken from 280 women: 194 are from Muslim culture (69.3%), 68 are from Christian culture (24.3%) and 18 women from unknown cultures (6.4%). Also it is known that 78 of them are 25 years old or less (27.85%), 158 are between 26 and 34 years old (56.42%) and 44 are 35 years old or more (15.71%).

Question: PREVALENCE OF THE STREPTOCOCUS AGALACTIAE IN THE PREGNANT WOMAN FROM THE AUTONOMIC CITY OF MELILLA: IS CULTURE A DETERMINANT FACTOR? Yes, No, or Maybe?","[""No"", ""Maybe"", ""Yes""]",C
