question,options,meta_info,answer
A 55-year-old man comes to the physician for evaluation prior to parathyroidectomy. A Tc99m-sestamibi scan shows two spots of increased uptake in the superior mediastinum. These spots represent structures that are most likely derived from which of the following embryological precursors?,"[""4th branchial pouch"", ""3rd branchial pouch"", ""2nd branchial arch"", ""3rd branchial arch""]",step1,B
"A 64-year-old man with coronary artery disease and hypertension comes to the physician for a follow-up examination. His blood pressure ranged from 160/100 mm Hg to 150/94 mm Hg on his previous 3 visits over the past 4 months. Current medications include aspirin, atorvastatin, hydrochlorothiazide, and metoprolol. Three weeks ago, he was also started on amlodipine. His blood pressure today is 158/98 mm Hg. Physical examination shows no other abnormalities. Renal duplex ultrasonography shows 90% occlusion of the right renal artery. Decreased renal blood flow is most likely to cause which of the following?","[""Hyperplasia of juxtaglomerular cells"", ""Dilation of efferent arteriole"", ""Decreased prostaglandin synthesis by macula densa"", ""Decreased reabsorption of bicarbonate at proximal tubule""]",step1,A
"A 62-year-old woman comes to the physician because of worsening mental status over the past month. Her husband reports that she was initially experiencing lapses in memory but has recently started having difficulties performing activities of daily living. She appears withdrawn and avoids eye contact. Examination shows diffuse involuntary muscle jerking that can be provoked by loud noises. A cerebrospinal fluid analysis shows elevated concentration of 14-3-3 protein. Four months later, the patient dies. Pathologic examination of the brain on autopsy is most likely to show which of the following findings?","[""Marked atrophy of caudate and putamen"", ""Focal inflammatory demyelination and gliosis"", ""Deposits of amyloid beta peptides"", ""Spongiform vacuolation of the cortex""]",step1,D
"A 58-year-old woman with type 2 diabetes mellitus comes to the physician because of a 3-month history of right lower extremity pain and burning while walking. The pain subsides with rest. She has smoked one pack of cigarettes daily for the past 30 years. Her current medications include metformin, atorvastatin, and aspirin. Examination shows a lack of hair and decreased skin temperature over the right foot. The right pedal pulse is not palpable. The physician adds a drug to her regimen that causes vasodilation and inhibits the aggregation of platelets and the proliferation of smooth muscle cells. Which of the following drugs was most likely added?","[""Dabigatran"", ""Eptifibatide"", ""Bosentan"", ""Cilostazol""]",step1,D
"A 42-year-old woman is brought to the physician by her husband because she cries frequently and refuses to get out of bed. Over the past 3 weeks, she has been feeling sad and tired most of the time. She has difficulty staying asleep at night and often wakes up early in the morning. After losing her job as a waitress 1 month ago, she has been feeling guilty for not contributing to the household income anymore. She would like to find a new position but is unable to decide “what to do with her life”. She was diagnosed with anorexia nervosa at age 18 and has gone to psychotherapy several times since then. Her weight had been stable for the past 5 years; however, within the past 3 weeks, she has had a 2.8-kg (6.2-lb) weight loss. She would like to regain some weight. She is 160 cm (5 ft 3 in) tall and currently weighs 47 kg (104 lb); BMI is 18.4 kg/m2. Her temperature is 36.3°C (97.3°F), pulse is 58/min, and blood pressure is 110/60 mm Hg. Physical examination shows no abnormalities. Mental status examination shows a depressed mood and flat affect. There is no evidence of suicidal ideation. Which of the following drugs is most likely to address both this patient's mood disorder and her desire to gain weight?","[""Lithium"", ""Mirtazapine"", ""Olanzapine"", ""Phenelzine\n\""""]",step2&3,B
"An 8-year-old boy is brought in by his mother who is concerned about her child’s behavior. She says his teachers have complained about him bullying other students at school, starting fights, and stealing other children’s lunch money. She also says that a neighbor down the street called her 6 months ago and reported that the patient had entered her yard and started viciously kicking her dog. He has no significant past medical history. He is in the 90th percentile for height and weight and has been meeting all developmental milestones. The patient is afebrile and his vital signs are within normal limits. Which of the following adult personality disorders does this patient’s diagnosis most likely predict?","[""Avoidant personality disorder"", ""Paranoid personality disorder"", ""Antisocial personality disorder"", ""Schizoid personality disorder""]",step2&3,C
"A 66-year-old man comes to the physician for a follow-up examination after a below-knee amputation of the right lower leg. Three weeks ago, he had an acute arterial embolism that could not be revascularized in time to save the leg. He now reports episodic hot, shooting, and tingling pain in the right lower leg that began shortly after the amputation. He has type 2 diabetes mellitus. He has smoked one pack of cigarettes daily for the past 30 years. His current medications are metformin and prophylactic subcutaneous heparin. His temperature is 37.1°C (98.8°F), pulse is 78/min, and blood pressure is 135/88 mm Hg. Physical examination shows a slightly erythematous stump with clean sutures. The skin overlying the stump is warm and well-perfused. Muscle strength and sensation are normal throughout the remaining extremity and the left lower extremity. Which of the following is the most likely diagnosis?","[""Phantom limb pain"", ""Foreign body reaction"", ""Reinfarction"", ""Diabetic neuropathy""]",step1,A
"A pharmaceutical company conducts a randomized clinical trial in an attempt to show that their new anticoagulant drug prevents more thrombotic events following total knee arthroplasty than the current standard of care. However, a significant number of patients are lost to follow-up or fail to complete treatment according to the study arm to which they were assigned. Several patients in the novel drug arm are also switched at a later time to a novel anticoagulant or warfarin per their primary care physician. All patients enrolled in the study are subsequently analyzed based on the initial group they were assigned to and there is a significant improvement in outcome of the new drug. What analysis most appropriately describes this trial?","[""As treated"", ""Intention to treat"", ""Non-inferiority"", ""Per protocol""]",step2&3,B
"A healthy 29-year-old nulligravid woman comes to the physician for genetic counseling prior to conception. Her brother has a disease that has resulted in infertility, a right-sided heart, and frequent sinus and ear infections. No other family members are affected. The intended father has no history of this disease. The population prevalence of this disease is 1 in 40,000. Which of the following best represents the chance that this patient’s offspring will develop her brother's disease?","[""0.7%"", ""1%"", ""66%"", ""0.2%""]",step1,D
"A 48-year-old man is brought to the emergency department by his wife because of a 3-day history of increasing confusion and lethargy. He complains of decreased urine output and abdominal pain for the past month. Two months ago, he was hospitalized for pyelonephritis and treated with ceftriaxone. He has a history of chronic hepatitis C. He does not take any medications. He appears pale and irritable. His temperature is 37°C (98.6°F), pulse is 90/min, and blood pressure is 98/60 mm Hg. On mental status examination, he is oriented to person but not to time or place. Physical examination shows scleral icterus and jaundice. There is 2+ pitting edema of the lower extremities. The abdomen is distended with a positive fluid wave. Laboratory studies show:
Hemoglobin 10.1 g/dL
Leukocyte count 4300/mm3
Platelet count 89,000/mm3
Prothrombin time 19 sec
Serum
Urea nitrogen 71 mg/dL
Glucose 99 mg/dL
Creatinine 3.5 mg/dL
ALT 137 mg/dL
AST 154 mg/dL
Urinalysis shows no abnormalities. The FeNa is < 1%. Ultrasound of the kidneys is unremarkable. Intravenous fluids are administered for 36 hours but do not improve urine output. Which of the following is the most likely cause of the kidney dysfunction in this patient?""","[""Renal interstitial inflammation"", ""Renal vein thrombosis"", ""Decreased renal perfusion"", ""Renal microvascular thrombi\n\""""]",step2&3,C
"A 43-year-old man presents with acute-onset left flank pain for the past 6 hours. He describes the pain as severe, intermittent, colicky, and “coming in waves”, and he points to the area of the left costovertebral angle (CVA). He says he recently has been restricting oral liquid intake to only 2 glasses of water per day based on the advice of his healer. He also reports nausea and vomiting. The patient has a history of hypertension, gout, and type 2 diabetes mellitus. He is afebrile, and his vital signs are within normal limits. On physical examination, he is writhing in pain and moaning. There is exquisite left CVA tenderness. A urinalysis shows gross hematuria. Which of the following is the next best step in the management of this patient?","[""Contrast CT of the abdomen and pelvis"", ""Renal ultrasound"", ""Non-contrast CT of the abdomen and pelvis"", ""Supine abdominal radiograph""]",step2&3,C
"A 67-year-old man comes to the emergency department for the evaluation of two episodes of red urine since this morning. He has no pain with urination. He reports lower back pain and fever. Six months ago, he was diagnosed with osteoarthritis of the right knee that he manages with 1–2 tablets of ibuprofen per day. He has smoked one pack of cigarettes daily for the past 45 years. He does not drink alcohol. His temperature is 38.5°C (101.3°F), pulse is 95/min, and blood pressure is 130/80 mm Hg. Physical examination shows faint, diffuse maculopapular rash, and bilateral flank pain. The remainder of the examination shows no abnormalities. Urinalysis shows:
Blood +3
Protein +1
RBC 10–12/hpf
RBC cast negative
Eosinophils numerous
Which of the following is the most likely diagnosis?""","[""Acute tubulointerstitial nephritis"", ""Acute glomerulonephritis"", ""Renal cell carcinoma"", ""Acute tubular necrosis""]",step2&3,A
"A previously healthy 50-year-old woman is brought to the emergency department 30 minutes after she was observed having a seizure. On arrival, she is conscious and reports that she feels drowsy. An MRI of the brain shows a 4-cm, round, sharply demarcated mass. She undergoes resection of the mass. A photomicrograph of a section of the resected specimen is shown. This patient's mass is most likely derived from which of the following?","[""Astrocytes"", ""Schwann cells"", ""Arachnoid cells"", ""Oligodendrocytes""]",step1,C
"A mother brings her infant for a regular well-child check-up with the pediatrician. During the routine developmental examination, the physician notes that the child is looking at him with his head lifted upwards when he is about to pick up the child from the table. At what age is it common to begin to observe this finding in a child, assuming that the child is developmentally normal?","[""2 months"", ""6 months"", ""9 months"", ""12 months""]",step2&3,A
"A 65-year-old man is referred by his primary care provider to a neurologist for leg pain. He reports a 6-month history of progressive bilateral lower extremity pain that is worse in his left leg. The pain is 5/10 in severity at its worst and is described as a ""burning"" pain. He has noticed that the pain is acutely worse when he walks downhill. He has started riding his stationary bike more often as it relieves his pain. His past medical history is notable for hypertension, diabetes mellitus, and a prior myocardial infarction. He also sustained a distal radius fracture the previous year after falling on his outstretched hand. He takes aspirin, atorvastatin, metformin, glyburide, enalapril, and metoprolol. He has a 30-pack-year smoking history and drinks 2-3 glasses of wine with dinner every night. His temperature is 99°F (37.2°C), blood pressure is 145/85 mmHg, pulse is 91/min, and respirations are 18/min. On exam, he is well-appearing and in no acute distress. A straight leg raise is negative. A valsalva maneuver does not worsen his pain. Which of the following is the most appropriate test to confirm this patient's diagnosis?","[""Ankle-brachial index"", ""Computerized tomography myelography"", ""Electromyography"", ""Magnetic resonance imaging""]",step2&3,D
"A 32-year-old woman presents with a three-month history of difficulty swallowing. She says that it occurs with both solids and liquids with the sensation that food is getting stuck in her throat. Additionally, the patient reports that while shoveling snow this past winter, she had noticed that her hands would lose their color and become numb. She denies any cough, regurgitation, joint pains, shortness of breath, fever, or changes in weight. She does not smoke or drink alcohol. The patient’s physical exam is within normal limits, although she does appear to have thickened, tight skin on her fingers. She does not have any other skin findings. Which antibody will most likely be found on serological study in this patient?","[""Anti-mitochondrial antibodies"", ""Anti-centromere antibodies"", ""Anti-U1-RNP antibodies"", ""Anti-CCP antibodies""]",step1,B
"A 32-year-old African American woman presents to the office with complaints of frothy urine and swelling of her body that started 4 days ago. She noticed the swelling 1st in the face then gradually involved in other parts of her body. The frequency of urination is the same with no noticeable change in its appearance. She is human immunodeficiency virus (HIV) positive and is currently under treatment with abacavir, dolutegravir, and lamivudine. The vital signs include blood pressure 122/89 mm Hg, pulse 55/min, temperature 36.7°C (98.0°F), and respiratory rate 14/min. On physical examination, there is generalized pitting edema. Urinalysis results are as follows:
pH 6.6
Color light yellow
Red blood cell (RBC) count none
White blood cell (WBC) count 1–2/HPF
Protein 4+
Cast fat globules
Glucose absent
Crystal none
Ketone absent
Nitrite absent
24 hours of urine protein excretion 5.2 g
HPF: high-power field
A renal biopsy is performed which shows the following (see image). What condition is this patient most likely suffering from?","[""Minimal change disease"", ""Focal segmental glomerulosclerosis"", ""Diffuse proliferative glomerulonephritis"", ""Post-streptococcal glomerulonephritis""]",step1,B
A team of biology graduate students are performing research on epigenetics and chromosome inactivation. The goal is to silence all the genes on a chromosome at once. The team chooses to develop a model based on a known human gene that can accomplish this task in vivo. Which of the genes listed below would be a suitable model for their research?,"[""SRY"", ""XIST"", ""Hedgehog"", ""NF1""]",step1,B
"A 38-year-old woman, gravida 2, para 1, at 35 weeks' gestation comes to the emergency department because of an episode of vaginal bleeding that morning. The bleeding has subsided. She has had no prenatal care. Her previous child was delivered with a caesarean section because of a breech presentation. Her temperature is 37.1°C (98.8°F), pulse is 88/min, respirations are 14/min, and blood pressure is 125/85 mm Hg. The abdomen is nontender and the size of the uterus is consistent with a 35-week gestation. No contractions are felt. The fetal heart rate is 145/min. Her hemoglobin concentration is 12 g/dL, leukocyte count is 13,000/mm3, and platelet count is 350,000/mm3. Transvaginal ultrasound shows that the placenta covers the internal os. Which of the following is the most appropriate next step in management?","[""Perform emergency cesarean delivery"", ""Administer oxytocin to induce labor"", ""Perform bimanual pelvic examination"", ""Schedule elective cesarean delivery""]",step2&3,D
A 6-month-old boy presents to a pediatrician for the evaluation of recurrent bacterial infections. He has a history of a variety of bacterial infections since birth. Physical examination reveals light-colored skin with silver-colored hair. The pediatrician suspects an immunodeficiency disorder and decides to order several tests. Study of the boy’s neutrophils reveals that they contain large cytoplasmic vacuoles. Genetic studies show a mutation in the LYST gene. Which of the following is the most likely diagnosis in this patient?,"[""Acquired immunodeficiency syndrome (AIDS)"", ""Common variable immunodeficiency"", ""Chediak-Higashi syndrome"", ""Leukocyte adhesion deficiency\u20131""]",step1,C
"A 24-year-old woman presents to her primary care doctor with a lesion on her labia. She first noticed the lesion 2 days ago. It is not painful. She denies vaginal discharge or dysuria. She has no past medical history and takes no medications. She has had 4 sexual partners in the past 8 months and uses the pull-out method as contraception. She drinks 12-16 alcoholic beverages per week and is a law student. Her temperature is 97.8°F (36.6°C), blood pressure is 121/81 mmHg, pulse is 70/min, and respirations are 16/min. On exam, she has an indurated non-tender ulcer on the left labia majora. There is no appreciable inguinal lymphadenopathy. Multiple tests are ordered and pending. This patient's condition is most likely caused by a pathogen with which of the following characteristics on histologic imaging?","[""Gram-negative coccobacillus with a \""school of fish\"" appearance"", ""Gram-negative diplococci"", ""Motile and helical-shaped bacteria"", ""Vaginal epithelial cells covered with bacteria""]",step1,C
"Twenty minutes after delivery by lower segment cesarean section at 38 weeks' gestation, a 4630-g (10-lb 3-oz) male newborn has respiratory distress. Apgar scores were 7 and 8 at 1 and 5 minutes, respectively. Pregnancy was complicated by gestational diabetes mellitus. His temperature is 36.9°C (98.4°F), pulse is 155/min and respirations are 72/min. Pulse oximetry on room air shows an oxygen saturation of 88%. Grunting and moderate intercostal and subcostal retractions are present. Diffuse crackles are heard on auscultation of the chest. An x-ray of the chest shows increased lung volume and fluid within the interlobar fissures. Which of the following is the most appropriate next step in management?","[""Supportive care"", ""Broad-spectrum antibiotic therapy"", ""Continuous positive airway pressure"", ""Nitric oxide therapy""]",step2&3,A
"A 23-year-old woman presents to the outpatient OB/GYN clinic as a new patient who wishes to begin contraception. She has no significant past medical history, family history, or social history. The review of systems is negative. Her vital signs are: blood pressure 118/78 mm Hg, pulse 73/min, and respiratory rate 16/min. She is afebrile. Physical examination is unremarkable. She has researched multiple different contraceptive methods, and wants to know which is the most efficacious. Which of the following treatments should be recommended?","[""Intrauterine device (IUD)"", ""NuvaRing"", ""Male condoms"", ""Diaphragm with spermicide""]",step2&3,A
"A 20-year-old college student is brought to the ED after a motor vehicle accident. Primary and secondary surveys reveal no significant compromise to his airway, his cardiovascular system, or to his motor function. However, his conjunctiva appear injected and he maintains combative behavior towards staff. What test will confirm potential substance use?","[""Polymerase chain reaction"", ""Urine immunoassay"", ""Western blot"", ""Gas chromatography / mass spectrometry (GC/MS)""]",step2&3,D
A 4-year-old boy is brought to the physician because of a rash and difficulty swallowing. His family emigrated from Nigeria 2 months ago. Examination shows an erythematous rash with fine yellow scales on his eyebrows and nasolabial folds. Oral examination shows an erythematous throat and swollen tongue. There is peeling and fissures of the skin at the corners of the mouth and cracking of the lips. His hemoglobin concentration is 9.6 g/dL; mean corpuscular volume is 89 μm3. Erythrocyte glutathione reductase assay shows an increased activity coefficient. This patient is most likely deficient in a vitamin that is a precursor to which of the following molecules?,"[""Flavin adenine dinucleotide"", ""Nicotinamide adenine dinucleotide"", ""Methylcobalamin"", ""Pyridoxal phosphate""]",step1,A
"A 12-year-old boy is brought by his mother to a neurologist for continuing evaluation of seizures. His seizures were previously well-controlled on medication but over the last month he has been having seizures several times per week. The boy is non-verbal and has had severe developmental delays and cognitive disability since birth. On exam, the boy is found to be enthusiastically playing with the toys in the office and laughing at almost any stimulus. Furthermore, his movements are found to be uncoordinated with a wide based gait. Previous genetic testing has revealed an abnormality in an E3 ubiquitin ligase gene. Compared to unaffected individuals, which of the following patterns of gene expression is most likely seen in this patient?","[""Abnormally decreased expression of the gene from both chromosomes"", ""Abnormally decreased expression of the gene from the maternal chromosome"", ""Abnormally decreased expression of the gene from the paternal chromosome"", ""Abnormally increased expression of the gene from the maternal chromosome""]",step1,B
"A 46-year-old overweight male presents to his primary care physician for an annual checkup. He has a history of gastroesophageal reflux disease (GERD) with biopsy confirming Barrett's esophagus on therapy with omeprazole. Review of systems is unremarkable, and the patient is otherwise doing well. Vitals are within normal limits and stable. The patient asks about the need for continuing his omeprazole therapy. You recommend he continue his medication because of which of the following most probable long-term sequelae associated with Barrett's esophagus?","[""Adenocarcinoma"", ""Squamous cell carcinoma (SCC)"", ""Gastro-intestinal stromal tumor (GIST)"", ""MALT lymphoma""]",step2&3,A
"A 59-year-old male with a 1-year history of bilateral knee arthritis presents with epigastric pain that intensifies with meals. He has been self-medicating with aspirin, taking up to 2,000 mg per day for the past six months. Which of the following medications, if taken instead of aspirin, could have minimized his risk of experiencing this epigastric pain?","[""Ketorolac"", ""Indomethacin"", ""Naproxen"", ""Celecoxib""]",step1,D
Part of the success of the Streptococcus pyogenes bacterium lies in its ability to evade phagocytosis. Which of the following helps in this evasion?,"[""M protein"", ""Streptolysin S"", ""Pyrogenic toxin"", ""Streptokinase""]",step1,A
"A 25-year-old female with no significant past medical history presents to her primary care physician with several weeks of increased fatigue and decreased exercise tolerance. On physical exam, her skin and conjunctiva appear pale. The physician suspects some form of anemia and orders a complete blood panel, which is remarkable for hemoglobin 11.7 g/dl, MCV 79 fL, MCHC 38% (normal 31.1-34%), and reticulocyte index 3.6%. Peripheral blood smear shows red blood cells with a lack of central pallor. This patient would most likely develop which of the following conditions?","[""Retinopathy"", ""Aplastic anemia with parvovirus B19 infection"", ""Gallstones"", ""Avascular necrosis of the femoral head""]",step2&3,C
"A 28-year-old man comes to the physician because of a persistent tingling sensation in the right side of his face. The sensation began after he underwent an extraction of an impacted molar 2 weeks ago. Examination shows decreased sensation of the skin over the right side of the mandible, chin, and the anterior portion of the tongue. Taste sensation is preserved. The affected nerve exits the skull through which of the following openings?","[""Foramen magnum"", ""Foramen ovale"", ""Foramen rotundum"", ""Stylomastoid foramen""]",step1,B
"A 22-year-old female presents to your clinic for evaluation of ""skin problems."" She complains of severe acne and ""spots"" all over her face that have persisted for the last 8 years, despite innumerable creams and lotions. She reports spending several hours every morning using make-up just to go outside. She wishes to learn about cosmetic procedures or surgeries that could solve her problem. While you perceive her concern for her skin to be genuine, upon examination, you note a healthy-appearing, well-nourished female with a normal complexion, minimal acne and sparse freckles on the nasal bridge. You calculate her BMI to be 21. In addition to making a diagnosis, this patient should be screened for which other disorder?","[""Malingering"", ""Munchausen's syndrome"", ""Anorexia"", ""Major depressive disorder""]",step1,D
"A 63-year-old woman is brought to the emergency department 1 hour after the onset of right-sided weakness. She was eating breakfast when suddenly she could not lift her spoon. She cried out to her husband but her speech was slurred. For the past 4 months, she has been more anxious than usual and felt fatigued. She used to exercise regularly but had to give up her exercise routine 3 months ago because of lightheadedness and shortness of breath with exertion. She has a history of hypertension. She is a tax accountant and has had increased stress at work recently. She takes lisinopril daily and alprazolam as needed. Her temperature is 37.2°C (99.0°F), pulse is 138/min, respirations are 14/min, and blood pressure is 146/86 mm Hg. Her lungs are clear to auscultation bilaterally and she has an S1 with variable intensity. On neurologic examination, she has a right facial droop and 2/5 strength in the right shoulder, elbow, wrist, and fingers. Sensation is diminished in the right face and arm. Further evaluation is most likely to show which of the following?","[""Irregularly irregular rhythm without P waves on ECG"", ""Left-sided carotid stenosis on duplex ultrasound"", ""Intraparenchymal hyperdensity on head CT"", ""Spikes and sharp waves in temporal region on EEG\n\""""]",step2&3,A
"A 40-year-old woman presents to her primary care physician complaining of a several-month history of episodic sweating and heart racing. Her husband noticed that she becomes pale during these episodes. She also has progressive episodic pounding headaches which are not relieved by paracetamol. Her family history is negative for hypertension, endocrinopathies, or tumors. Vital signs reveal a blood pressure of 220/120 mm Hg, temperature (normal) and pulse of 110/min. Fundus examination reveals hypertensive retinal changes. This patient condition is most likely due to neoplasm arising from which of the following?","[""Zona glomerulosa"", ""Zonta reticularis"", ""Adrenal chromaffin cells"", ""Extra-adrenal chromaffin cells""]",step2&3,C
"A 55-year-old woman presents to a physician’s clinic for a diabetes follow-up. She recently lost weight and believes the diabetes is ‘winding down’ because the urinary frequency has slowed down compared to when her diabetes was ""at its worst"". She had been poorly compliant with medications, but she is now asking if she can decrease her medications as she feels like her diabetes is improving. Due to the decrease in urinary frequency, the physician is interested in interrogating her renal function. Which substance can be used to most accurately assess the glomerular filtration rate (GFR) in this patient?","[""Creatinine"", ""Inulin"", ""Urea"", ""Para-aminohippurate (PAH)""]",step1,B
"A 71-year-old man comes to the physician for a routine health maintenance examination. He feels well. He goes for a 30-minute walk three times a week and does not experience any shortness of breath or chest or leg pain on exertion. He has not had any weakness, numbness, or vision disturbance. He has diabetes that is well controlled with insulin injections. He had smoked one pack of cigarettes every day for 40 years but quit 5 years ago. He appears healthy and well nourished. His temperature is 36.3°C (97.3°F), pulse is 75/min, and blood pressure is 136/78 mm Hg. Physical examination shows normal heart sounds. There are systolic bruits over the neck bilaterally. Physical and neurologic examinations show no other abnormalities. Fasting serum studies show:
Total cholesterol 210 mg/dL
HDL cholesterol 28 mg/dL
LDL cholesterol 154 mg/dL
Triglycerides 140 mg/dL
Glucose 102 mg/dL
Duplex ultrasonography of the carotid arteries shows a 85% stenosis on the left and a 55% stenosis on the right side. Which of the following is the most appropriate next step in management?""","[""Left carotid endarterectomy"", ""Reassurance"", ""Carotid artery stenting"", ""Bilateral carotid endarterectomy""]",step2&3,A
"An investigator is studying the teratogenicity of cigarette smoking during pregnancy. He reviews several databases containing data about birth defects and prenatal drug exposures and finds that infants exposed to cigarette smoke in utero are approximately 2 times as likely to have a particular birth defect than unexposed infants. This defect results from abnormal development during the 6th week of gestation, when the maxillary prominences grow medially and fuse first with the lateral and then the medial nasal prominence. The defect is most likely which of the following?","[""Cleft palate"", ""Cleft lip"", ""Macrognathia"", ""Torus palatinus\n\""""]",step1,B
"An 11-year-old boy presents to the emergency department with heavy drooling. The patient was being watched by his babysitter when she found him in this manner. His temperature is 99.1°F (37.3°C), blood pressure is 107/58 mmHg, pulse is 119/min, respirations are 14/min, and oxygen saturation is 98% on room air. Physical exam is notable for a young boy in acute distress who is drooling. The boy states he is in pain and can’t swallow. The patient’s tongue seems abnormally enlarged and erythematous. Which of the following is the most likely diagnosis?","[""Caustic ingestion"", ""Diphenhydramine ingestion"", ""Insecticide exposure"", ""Iron overdose""]",step2&3,A
"A 62-year-old man comes to the physician because of a 2-day history of fever, chills, and flank pain. Five days ago, he was catheterized for acute urinary retention. His temperature is 39.3°C (102.7°F). Physical examination shows right-sided costovertebral angle tenderness. Urine studies show numerous bacteria and WBC casts. Urine culture on blood agar grows mucoid, gray-white colonies. Urine culture on eosin methylene blue agar grows purple colonies with no metallic green sheen. Which of the following is the most likely causal pathogen?","[""Proteus mirabilis"", ""Pseudomonas aeruginosa"", ""Klebsiella pneumoniae"", ""Staphylococcus saprophyticus""]",step1,C
"An 8-year-old boy with asthma is brought to the physician because of a 2-week history of facial pain and congestion. His mother states that the nasal discharge was initially clear, but it has become thicker and more purulent over the last week. He has tried multiple over-the-counter oral decongestants and antihistamines, with minimal relief. Current medications include cetirizine, intranasal oxymetazoline, and albuterol. His temperature is 37.7°C (99.8°F), pulse is 100/min, respirations are 14/min, and blood pressure is 110/70 mm Hg. Examination shows congested nasal mucosa with purulent discharge from the nares bilaterally. There is tenderness to palpation over the cheeks, with no transillumination over the maxillary sinuses. Which of the following is the most likely predisposing factor for this patient's current condition?","[""Nasal polyps"", ""Viral upper respiratory tract infection"", ""Asthma"", ""Recent use of antihistamines\n\""""]",step2&3,B
"A 72-year-old man presents to the emergency department when he discovered a large volume of blood in his stool. He states that he was going to the bathroom when he saw a large amount of bright red blood in the toilet bowl. He was surprised because he did not feel pain and felt it was a normal bowel movement. The patient has a past medical history of diabetes, obesity, hypertension, anxiety, fibromyalgia, diabetic nephropathy, and schizotypal personality disorder. His current medications include atorvastatin, lisinopril, metformin, insulin, clonazepam, gabapentin, sodium docusate, polyethylene glycol, fiber supplements, and ibuprofen. His temperature is 99.5°F (37.5°C), blood pressure is 132/84 mmHg, pulse is 80/min, respirations are 11/min, and oxygen saturation is 96% on room air. On physical exam, the patient's cardiac exam reveals a normal rate and rhythm, and his pulmonary exam is clear to auscultation bilaterally. Abdominal exam is notable for an obese abdomen without tenderness to palpation. Which of the following is an appropriate treatment for this patient's condition?","[""Cautery of an arteriovenous malformation"", ""IV fluids and NPO"", ""NPO, ciprofloxacin, and metronidazole"", ""Surgical excision of poorly differentiated tissue""]",step2&3,B
"A 27-year-old male presents with primary complaints of a palpable mass in his scrotum and mild testicular pain. Physical exam reveals an abnormal appearing scrotum around the left testis, as depicted in image A. Which of the following is the most likely etiology of this presentation?","[""Compression of the left renal vein at the aortic origin of the superior mesenteric artery"", ""Neisseria gonorrhoeae Infection of the left testis leading to epididymitis"", ""Unilateral failure of the left testis to descend into the scrotum"", ""Twisting of the spermatic cord secondary to rotation of the left testis""]",step1,A
"A 12-year-old girl is brought to an oncologist, as she was recently diagnosed with a rare form of cancer. Cytogenetic studies reveal that the tumor is responsive to vinblastine, which is a cell-cycle specific anticancer agent. It acts on the M phase of the cell cycle and inhibits the growth of cells. Which of the following statements best describes the regulation of the cell cycle?","[""Cyclin-dependent activation of CDK1 (CDC2) takes place upon the entry of a cell into M phase of the cell cycle."", ""EGF from a blood clot stimulates the growth and proliferation of cells in the healing process."", ""Inhibitors of DNA synthesis act in the M phase of the cell cycle."", ""Replication of the genome occurs in the M phase of the cell cycle.""]",step1,A
"A 47-year-old woman presents to the emergency department with ongoing dyspnea and confusion for 2 hours. She has a history of psychosis and alcohol abuse. She has smoked 1 pack per day for 25 years. She is agitated and confused. Her blood pressure is 165/95 mm Hg; pulse 110/min; respirations 35/min; and temperature, 36.7°C (98.1°F). The pulmonary examination shows tachypnea and mild generalized wheezing. Auscultation of the heart shows no abnormal sounds. The remainder of the physical examination shows no abnormalities. Laboratory studies show:
Serum
Na+ 138 mEq/L
CI- 100 mEq/L
Arterial blood gas analysis on room air
pH 7.37
pCO2 21 mm Hg
pO2 88 mm Hg
HCO3- 12 mEq/L
Which of the following best explains these findings?","[""Alcoholic ketoacidosis"", ""Hyperventilation syndrome"", ""Salicylate intoxication"", ""Vomiting""]",step2&3,C
"A 57-year-old man comes to the physician because of a 2-year history of fatigue, worsening shortness of breath, and a productive cough for 2 years. He has smoked 1 pack of cigarettes daily for the past 40 years. Examination shows pursed-lip breathing and an increased anteroposterior chest diameter. There is diffuse wheezing bilaterally and breath sounds are distant. Which of the following parameters is most likely to be decreased in this patient?","[""Work of breathing"", ""Lung elastic recoil"", ""Thickness of small airways"", ""Pulmonary vascular pressure""]",step1,B
"A 23-year-old female presents to the emergency department with monocular blindness. She states that early this morning she lost her vision seemingly ""out of nowhere."" She denies trauma or any precipitating factors. She does state though that over the past year she has had occasional episodes of weakness and even an episode of urinary incontinence, which always resolve on their own. On exam, pain is elicited with eye movement and nystagmus is appreciated. The emergency physician performs a lumbar puncture. What is most likely to be observed in the CSF of this patient?","[""Increased opening pressure"", ""Oligoclonal bands"", ""Albuminocytologic dissociation"", ""Increased lymphocyte count""]",step2&3,B
"A 27-year-old woman, gravida 3, para 2, delivers twins via an uncomplicated vaginal delivery. Both placentas are delivered shortly afterward. The patient received regular prenatal care and experienced no issues during her pregnancy. Over the next hour, she continues to experience vaginal bleeding, with an estimated blood loss of 1150 mL. Vital signs are within normal limits. Physical exam shows an enlarged, soft uterus. Which of the following is the most appropriate next step in management?","[""Methylergometrine"", ""Curettage with suctioning"", ""Tranexamic acid"", ""Bimanual uterine massage""]",step2&3,D
